Ecm = 13000 GeV
muFcentral = (mH+2mb)/4,   muRcentral = mH/2
      mH       muF                descr            xs   muR_muF_unc       mub_unc        mb_unc   deltaPDF_up deltaPDF_down   delta_as_up delta_as_down
     380         0    NLO+NNLLpart+ybyt     9.546e-03      3.00e-04      4.33e-04      1.11e-04      2.43e-04     -3.07e-04      1.78e-05      6.98e-05
     390         0    NLO+NNLLpart+ybyt     8.588e-03      2.73e-04      3.88e-04      9.93e-05      2.23e-04     -2.73e-04      1.87e-05      5.99e-05
     400         0    NLO+NNLLpart+ybyt     7.741e-03      2.49e-04      3.49e-04      8.89e-05      2.20e-04     -2.43e-04      1.92e-05      5.14e-05
     410         0    NLO+NNLLpart+ybyt     6.989e-03      2.27e-04      3.14e-04      7.97e-05      2.01e-04     -2.17e-04      1.94e-05      4.41e-05
     420         0    NLO+NNLLpart+ybyt     6.321e-03      2.07e-04      2.83e-04      7.16e-05      1.78e-04     -2.00e-04      1.94e-05      3.78e-05
     430         0    NLO+NNLLpart+ybyt     5.726e-03      1.90e-04      2.56e-04      6.45e-05      1.47e-04     -1.87e-04      1.92e-05      3.24e-05
     440         0    NLO+NNLLpart+ybyt     5.195e-03      1.74e-04      2.32e-04      5.81e-05      1.44e-04     -1.74e-04      1.88e-05      2.77e-05
     450         0    NLO+NNLLpart+ybyt     4.719e-03      1.59e-04      2.11e-04      5.25e-05      1.36e-04     -1.60e-04      1.84e-05      2.37e-05
     460         0    NLO+NNLLpart+ybyt     4.293e-03      1.46e-04      1.92e-04      4.74e-05      1.32e-04     -1.45e-04      1.78e-05      2.02e-05
     470         0    NLO+NNLLpart+ybyt     3.910e-03      1.34e-04      1.75e-04      4.29e-05      1.29e-04     -1.32e-04      1.72e-05      1.72e-05
     480         0    NLO+NNLLpart+ybyt     3.565e-03      1.24e-04      1.59e-04      3.88e-05      1.25e-04     -1.22e-04      1.65e-05      1.45e-05
     490         0    NLO+NNLLpart+ybyt     3.254e-03      1.14e-04      1.46e-04      3.52e-05      1.21e-04     -1.09e-04      1.59e-05      1.23e-05
     500         0    NLO+NNLLpart+ybyt     2.974e-03      1.05e-04      1.33e-04      3.19e-05      1.09e-04     -1.03e-04      1.52e-05      1.03e-05
     550         0    NLO+NNLLpart+ybyt     1.924e-03      7.05e-05      8.73e-05      1.98e-05      7.98e-05     -6.98e-05      1.18e-05      3.76e-06
     600         0    NLO+NNLLpart+ybyt     1.275e-03      4.84e-05      5.90e-05      1.25e-05      6.39e-05     -4.61e-05      9.08e-06      6.14e-07
     650         0    NLO+NNLLpart+ybyt     8.633e-04      3.38e-05      4.08e-05      8.12e-06      5.76e-05     -2.91e-05      7.01e-06     -8.33e-07
     700         0    NLO+NNLLpart+ybyt     5.965e-04      2.40e-05      2.88e-05      5.37e-06      3.55e-05     -2.27e-05      5.47e-06     -1.42e-06
     750         0    NLO+NNLLpart+ybyt     4.199e-04      1.73e-05      2.07e-05      3.64e-06      3.08e-05     -1.67e-05      4.34e-06     -1.57e-06
     800         0    NLO+NNLLpart+ybyt     3.008e-04      1.26e-05      1.50e-05      2.54e-06      2.29e-05     -1.36e-05      3.50e-06     -1.51e-06
     850         0    NLO+NNLLpart+ybyt     2.188e-04      9.23e-06      1.11e-05      1.82e-06      1.96e-05     -1.04e-05      2.86e-06     -1.36e-06
     900         0    NLO+NNLLpart+ybyt     1.614e-04      6.89e-06      8.25e-06      1.33e-06      1.57e-05     -7.71e-06      2.36e-06     -1.19e-06
     950         0    NLO+NNLLpart+ybyt     1.206e-04      5.47e-06      6.20e-06      9.93e-07      1.24e-05     -5.98e-06      1.96e-06     -1.03e-06
    1000         0    NLO+NNLLpart+ybyt     9.101e-05      4.36e-06      4.71e-06      7.52e-07      9.89e-06     -4.80e-06      1.63e-06     -8.76e-07
    1050         0    NLO+NNLLpart+ybyt     6.938e-05      3.49e-06      3.61e-06      5.76e-07      7.96e-06     -3.90e-06      1.37e-06     -7.44e-07
    1100         0    NLO+NNLLpart+ybyt     5.335e-05      2.82e-06      2.79e-06      4.46e-07      6.84e-06     -3.12e-06      1.14e-06     -6.31e-07
    1150         0    NLO+NNLLpart+ybyt     4.135e-05      2.29e-06      2.18e-06      3.47e-07      5.48e-06     -2.62e-06      9.61e-07     -5.36e-07
    1200         0    NLO+NNLLpart+ybyt     3.228e-05      1.87e-06      1.71e-06      2.71e-07      4.36e-06     -2.18e-06      8.07e-07     -4.55e-07
    1250         0    NLO+NNLLpart+ybyt     2.536e-05      1.54e-06      1.36e-06      2.12e-07      3.58e-06     -1.85e-06      6.79e-07     -3.88e-07
    1300         0    NLO+NNLLpart+ybyt     2.004e-05      1.28e-06      1.11e-06      1.65e-07      2.99e-06     -1.56e-06      5.71e-07     -3.31e-07
    1350         0    NLO+NNLLpart+ybyt     1.592e-05      1.06e-06      9.32e-07      1.29e-07      2.38e-06     -1.32e-06      4.81e-07     -2.84e-07
    1400         0    NLO+NNLLpart+ybyt     1.271e-05      8.90e-07      7.87e-07      1.01e-07      2.00e-06     -1.11e-06      4.06e-07     -2.44e-07
    1450         0    NLO+NNLLpart+ybyt     1.020e-05      7.49e-07      6.67e-07      7.88e-08      1.70e-06     -9.45e-07      3.43e-07     -2.09e-07
    1500         0    NLO+NNLLpart+ybyt     8.216e-06      6.33e-07      5.67e-07      6.16e-08      1.49e-06     -7.82e-07      2.91e-07     -1.80e-07
    1550         0    NLO+NNLLpart+ybyt     6.646e-06      5.36e-07      4.83e-07      4.93e-08      1.24e-06     -6.69e-07      2.47e-07     -1.56e-07
    1600         0    NLO+NNLLpart+ybyt     5.397e-06      4.56e-07      4.12e-07      4.00e-08      1.05e-06     -5.74e-07      2.10e-07     -1.34e-07
    1650         0    NLO+NNLLpart+ybyt     4.399e-06      3.89e-07      3.52e-07      3.26e-08      8.75e-07     -4.86e-07      1.80e-07     -1.16e-07
    1700         0    NLO+NNLLpart+ybyt     3.598e-06      3.32e-07      3.02e-07      2.67e-08      7.30e-07     -4.18e-07      1.54e-07     -1.00e-07
    1750         0    NLO+NNLLpart+ybyt     2.954e-06      2.84e-07      2.59e-07      2.19e-08      5.86e-07     -3.68e-07      1.33e-07     -8.70e-08
    1800         0    NLO+NNLLpart+ybyt     2.434e-06      2.43e-07      2.22e-07      1.81e-08      5.04e-07     -3.18e-07      1.14e-07     -7.53e-08
    1850         0    NLO+NNLLpart+ybyt     2.013e-06      2.09e-07      1.91e-07      1.50e-08      4.12e-07     -2.83e-07      9.91e-08     -6.52e-08
    1900         0    NLO+NNLLpart+ybyt     1.671e-06      1.79e-07      1.65e-07      1.24e-08      3.56e-07     -2.38e-07      8.62e-08     -5.65e-08
    1950         0    NLO+NNLLpart+ybyt     1.394e-06      1.54e-07      1.42e-07      1.04e-08      2.71e-07     -2.19e-07      7.52e-08     -4.89e-08
    2000         0    NLO+NNLLpart+ybyt     1.166e-06      1.32e-07      1.23e-07      8.73e-09      2.30e-07     -1.89e-07      6.59e-08     -4.23e-08
    2050         0    NLO+NNLLpart+ybyt     9.798e-07      1.13e-07      1.06e-07      7.36e-09      1.95e-07     -1.61e-07      5.79e-08     -3.65e-08
    2100         0    NLO+NNLLpart+ybyt     8.260e-07      9.70e-08      9.19e-08      6.23e-09      1.41e-07     -1.47e-07      5.10e-08     -3.16e-08
    2150         0    NLO+NNLLpart+ybyt     6.985e-07      8.33e-08      7.96e-08      5.29e-09      1.17e-07     -1.29e-07      4.50e-08     -2.73e-08
    2200         0    NLO+NNLLpart+ybyt     5.924e-07      7.17e-08      6.91e-08      4.50e-09      1.03e-07     -1.13e-07      3.99e-08     -2.37e-08
    2250         0    NLO+NNLLpart+ybyt     5.038e-07      6.17e-08      6.00e-08      3.97e-09      9.06e-08     -9.49e-08      3.53e-08     -2.05e-08
    2300         0    NLO+NNLLpart+ybyt     4.293e-07      5.32e-08      5.22e-08      3.60e-09      7.98e-08     -8.22e-08      3.13e-08     -1.78e-08
    2350         0    NLO+NNLLpart+ybyt     3.666e-07      4.60e-08      4.55e-08      3.27e-09      6.95e-08     -7.69e-08      2.78e-08     -1.55e-08
    2400         0    NLO+NNLLpart+ybyt     3.135e-07      3.98e-08      3.97e-08      2.95e-09      6.14e-08     -6.77e-08      2.47e-08     -1.34e-08
    2450         0    NLO+NNLLpart+ybyt     2.683e-07      3.46e-08      3.47e-08      2.65e-09      5.43e-08     -5.97e-08      2.20e-08     -1.17e-08
    2500         0    NLO+NNLLpart+ybyt     2.298e-07      3.01e-08      3.04e-08      2.36e-09      4.70e-08     -5.27e-08      1.95e-08     -1.03e-08
    2550         0    NLO+NNLLpart+ybyt     1.968e-07      2.64e-08      2.67e-08      2.07e-09      4.19e-08     -4.66e-08      1.73e-08     -9.02e-09
    2600         0    NLO+NNLLpart+ybyt     1.685e-07      2.32e-08      2.35e-08      1.79e-09      3.21e-08     -4.23e-08      1.53e-08     -7.95e-09
    2650         0    NLO+NNLLpart+ybyt     1.440e-07      2.05e-08      2.08e-08      1.52e-09      2.68e-08     -3.81e-08      1.36e-08     -7.04e-09
    2700         0    NLO+NNLLpart+ybyt     1.228e-07      1.82e-08      1.84e-08      1.25e-09      2.49e-08     -3.28e-08      1.20e-08     -6.27e-09
    2750         0    NLO+NNLLpart+ybyt     1.043e-07      1.64e-08      1.64e-08      9.86e-10      2.18e-08     -2.91e-08      1.06e-08     -5.62e-09
    2800         0    NLO+NNLLpart+ybyt     8.826e-08      1.48e-08      1.46e-08      7.29e-10      1.88e-08     -2.59e-08      9.27e-09     -5.08e-09
    2850         0    NLO+NNLLpart+ybyt     7.419e-08      1.35e-08      1.31e-08      4.80e-10      1.63e-08     -2.30e-08      8.10e-09     -4.61e-09
    2900         0    NLO+NNLLpart+ybyt     6.183e-08      1.24e-08      1.18e-08      3.73e-10      1.48e-08     -2.04e-08      7.04e-09     -4.23e-09
    2950         0    NLO+NNLLpart+ybyt     5.095e-08      1.15e-08      1.07e-08      2.77e-10      1.25e-08     -1.85e-08      6.08e-09     -3.91e-09
    3000         0    NLO+NNLLpart+ybyt     4.133e-08      1.08e-08      9.73e-09      2.30e-10      1.12e-08     -1.66e-08      5.21e-09     -3.64e-09
